id_ubigeo,DEPARTAMENTO_EJECUTORA,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA,DISTRITO_EJECUTORA_NOMBRE
1648,15,LIMA,5,CANETE,7,MUNICIPALIDAD DISTRITAL DE IMPERIAL
1649,15,LIMA,5,CANETE,8,MUNICIPALIDAD DISTRITAL DE LUNAHUANA
1650,15,LIMA,5,CANETE,9,MUNICIPALIDAD DISTRITAL DE MALA
1651,15,LIMA,5,CANETE,10,MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL
1652,15,LIMA,5,CANETE,11,MUNICIPALIDAD DISTRITAL DE PACARAN
1653,15,LIMA,5,CANETE,12,MUNICIPALIDAD DISTRITAL DE QUILMANA
1654,15,LIMA,5,CANETE,13,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO
1655,15,LIMA,5,CANETE,14,MUNICIPALIDAD DISTRITAL DE SAN LUIS
1656,15,LIMA,5,CANETE,15,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE FLORES
1657,15,LIMA,5,CANETE,16,MUNICIPALIDAD DISTRITAL DE ZUÑIGA
1658,15,LIMA,6,HUARAL,1,MUNICIPALIDAD PROVINCIAL DE HUARAL
1659,15,LIMA,6,HUARAL,2,MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO
1660,15,LIMA,6,HUARAL,4,MUNICIPALIDAD DISTRITAL DE AUCALLAMA
1661,15,LIMA,6,HUARAL,5,MUNICIPALIDAD DISTRITAL DE CHANCAY
1662,15,LIMA,6,HUARAL,6,MUNICIPALIDAD DISTRITAL DE IHUARI
1663,15,LIMA,6,HUARAL,7,MUNICIPALIDAD DISTRITAL DE LAMPIAN
1664,15,LIMA,6,HUARAL,8,MUNICIPALIDAD DISTRITAL DE PACARAOS
1665,15,LIMA,6,HUARAL,10,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA
1666,15,LIMA,6,HUARAL,11,MUNICIPALIDAD DISTRITAL DE SUMBILCA
1667,15,LIMA,7,HUAROCHIRI,1,MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA
1668,15,LIMA,7,HUAROCHIRI,3,MUNICIPALIDAD DISTRITAL DE CALLAHUANCA
1669,15,LIMA,7,HUAROCHIRI,4,MUNICIPALIDAD DISTRITAL DE CARAMPOMA
1670,15,LIMA,7,HUAROCHIRI,5,MUNICIPALIDAD DISTRITAL DE CHICLA
1671,15,LIMA,7,HUAROCHIRI,6,MUNICIPALIDAD DISTRITAL  DE SAN JOSE DE LOS CHORRILLOS - CUENCA
1672,15,LIMA,7,HUAROCHIRI,7,MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA
1673,15,LIMA,7,HUAROCHIRI,8,MUNICIPALIDAD DISTRITAL DE HUANZA
1674,15,LIMA,7,HUAROCHIRI,9,MUNICIPALIDAD DISTRITAL DE HUAROCHIRI
1675,15,LIMA,7,HUAROCHIRI,12,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARAOS
1676,15,LIMA,7,HUAROCHIRI,13,MUNICIPALIDAD DISTRITAL DE MARIATANA
1677,15,LIMA,7,HUAROCHIRI,14,MUNICIPALIDAD DISTRITAL DE RICARDO PALMA
1678,15,LIMA,7,HUAROCHIRI,15,MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA
1679,15,LIMA,7,HUAROCHIRI,16,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO
1680,15,LIMA,7,HUAROCHIRI,17,MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME
1681,15,LIMA,7,HUAROCHIRI,22,MUNICIPALIDAD DISTRITAL DE SAN MATEO
1682,15,LIMA,7,HUAROCHIRI,23,MUNICIPALIDAD DISTRITAL DE SAN MATEO DE OTAO
1683,15,LIMA,7,HUAROCHIRI,25,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUANCAYRE
1684,15,LIMA,7,HUAROCHIRI,27,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE COCACHACRA
1685,15,LIMA,7,HUAROCHIRI,28,MUNICIPALIDAD DISTRITAL DE SANTA EULALIA
1686,15,LIMA,7,HUAROCHIRI,30,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE TUNA
1687,15,LIMA,7,HUAROCHIRI,31,MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS
1688,15,LIMA,7,HUAROCHIRI,32,MUNICIPALIDAD DISTRITAL DE SURCO
1689,15,LIMA,8,HUAURA,1,MUNICIPALIDAD PROVINCIAL DE HUAURA
1690,15,LIMA,8,HUAURA,2,MUNICIPALIDAD DISTRITAL DE AMBAR
1691,15,LIMA,8,HUAURA,3,MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN
1692,15,LIMA,8,HUAURA,4,MUNICIPALIDAD DISTRITAL DE CHECRAS
1693,15,LIMA,8,HUAURA,5,MUNICIPALIDAD DISTRITAL DE HUALMAY
1694,15,LIMA,8,HUAURA,6,MUNICIPALIDAD DISTRITAL DE HUAURA
1695,15,LIMA,8,HUAURA,7,MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO
1696,15,LIMA,8,HUAURA,8,MUNICIPALIDAD DISTRITAL DE PACCHO
1697,15,LIMA,8,HUAURA,9,MUNICIPALIDAD DISTRITAL DE SANTA LEONOR
1698,15,LIMA,8,HUAURA,10,MUNICIPALIDAD DISTRITAL DE SANTA MARIA
1699,15,LIMA,8,HUAURA,11,MUNICIPALIDAD DISTRITAL DE SAYAN
1700,15,LIMA,8,HUAURA,12,MUNICIPALIDAD DISTRITAL DE VEGUETA
1701,15,LIMA,9,OYON,1,MUNICIPALIDAD PROVINCIAL DE OYON
1702,15,LIMA,9,OYON,2,MUNICIPALIDAD DISTRITAL DE ANDAJES
1703,15,LIMA,9,OYON,3,MUNICIPALIDAD DISTRITAL DE CAUJUL
1704,15,LIMA,9,OYON,4,MUNICIPALIDAD DISTRITAL DE COCHAMARCA
1705,15,LIMA,9,OYON,5,MUNICIPALIDAD DISTRITAL DE NAVAN
1706,15,LIMA,9,OYON,6,MUNICIPALIDAD DISTRITAL DE PACHANGARA
1707,15,LIMA,10,YAUYOS,1,MUNICIPALIDAD PROVINCIAL DE YAUYOS
1708,15,LIMA,10,YAUYOS,2,MUNICIPALIDAD DISTRITAL DE ALIS
1709,15,LIMA,10,YAUYOS,3,MUNICIPALIDAD DISTRITAL DE AYAUCA
1710,15,LIMA,10,YAUYOS,6,MUNICIPALIDAD DISTRITAL DE CACRA
1711,15,LIMA,10,YAUYOS,7,MUNICIPALIDAD DISTRITAL DE CARANIA
1712,15,LIMA,10,YAUYOS,8,MUNICIPALIDAD DISTRITAL DE CATAHUASI
1713,15,LIMA,10,YAUYOS,9,MUNICIPALIDAD DISTRITAL DE CHOCOS
1714,15,LIMA,10,YAUYOS,10,MUNICIPALIDAD DISTRITAL DE COCHAS
1715,15,LIMA,10,YAUYOS,11,MUNICIPALIDAD DISTRITAL DE COLONIA
1716,15,LIMA,10,YAUYOS,14,MUNICIPALIDAD DISTRITAL DE HUANCAYA
1717,15,LIMA,10,YAUYOS,15,MUNICIPALIDAD DISTRITAL DE HUANGASCAR
1718,15,LIMA,10,YAUYOS,16,MUNICIPALIDAD DISTRITAL DE HUANTAN
1719,15,LIMA,10,YAUYOS,18,MUNICIPALIDAD DISTRITAL DE LARAOS
1720,15,LIMA,10,YAUYOS,21,MUNICIPALIDAD DISTRITAL DE MIRAFLORES
1721,15,LIMA,10,YAUYOS,23,MUNICIPALIDAD DISTRITAL DE PUTINZA
1722,15,LIMA,10,YAUYOS,24,MUNICIPALIDAD DISTRITAL DE QUINCHES
1723,15,LIMA,10,YAUYOS,26,MUNICIPALIDAD DISTRITAL DE SAN JOAQUIN
1724,15,LIMA,10,YAUYOS,30,MUNICIPALIDAD DISTRITAL DE TOMAS
1725,15,LIMA,10,YAUYOS,32,MUNICIPALIDAD DISTRITAL DE VIÑAC
1726,15,LIMA,10,YAUYOS,33,MUNICIPALIDAD DISTRITAL DE VITIS
1727,16,LORETO,1,MAYNAS,1,MUNICIPALIDAD PROVINCIAL DE MAYNAS - IQUITOS
1728,16,LORETO,1,MAYNAS,2,MUNICIPALIDAD DISTRITAL DE ALTO NANAY
1729,16,LORETO,1,MAYNAS,3,MUNICIPALIDAD DISTRITAL DE FERNANDO LORES
1730,16,LORETO,1,MAYNAS,4,MUNICIPALIDAD DISTRITAL DE INDIANA
1731,16,LORETO,1,MAYNAS,5,MUNICIPALIDAD DISTRITAL DE LAS AMAZONAS
1732,16,LORETO,1,MAYNAS,6,MUNICIPALIDAD DISTRITAL DE MAZAN
1733,16,LORETO,1,MAYNAS,7,MUNICIPALIDAD DISTRITAL DE NAPO
1734,16,LORETO,1,MAYNAS,8,MUNICIPALIDAD DISTRITAL DE PUNCHANA
1735,16,LORETO,1,MAYNAS,10,MUNICIPALIDAD DISTRITAL DE TORRES CAUSANA
1736,16,LORETO,1,MAYNAS,12,MUNICIPALIDAD DISTRITAL DE BELEN
1737,16,LORETO,1,MAYNAS,13,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA
1738,16,LORETO,2,ALTO AMAZONAS,1,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS
1739,16,LORETO,2,ALTO AMAZONAS,2,MUNICIPALIDAD DISTRITAL DE BALSAPUERTO
1740,16,LORETO,2,ALTO AMAZONAS,5,MUNICIPALIDAD DISTRITAL DE JEBEROS
1741,16,LORETO,2,ALTO AMAZONAS,6,MUNICIPALIDAD DISTRITAL DE LAGUNAS
1742,16,LORETO,2,ALTO AMAZONAS,10,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ
1743,16,LORETO,2,ALTO AMAZONAS,11,MUNICIPALIDAD DISTRITAL DE TENIENTE CESAR LOPEZ ROJAS
1744,16,LORETO,3,LORETO,1,MUNICIPALIDAD PROVINCIAL DE LORETO - NAUTA
1745,16,LORETO,3,LORETO,2,MUNICIPALIDAD DISTRITAL DE PARINARI
1746,16,LORETO,3,LORETO,3,MUNICIPALIDAD DISTRITAL DE TIGRE
1747,16,LORETO,3,LORETO,4,MUNICIPALIDAD DISTRITAL DE TROMPETEROS
1748,16,LORETO,3,LORETO,5,MUNICIPALIDAD DISTRITAL DE URARINAS
1749,16,LORETO,4,RAMON CASTILLA,1,MUNICIPALIDAD PROVINCIAL DE MARISCAL RAMON CASTILLA
1750,16,LORETO,4,RAMON CASTILLA,2,MUNICIPALIDAD DISTRITAL DE  PEVAS
1751,16,LORETO,4,RAMON CASTILLA,3,MUNICIPALIDAD DISTRITAL DE YAVARI
1752,16,LORETO,4,RAMON CASTILLA,4,MUNICIPALIDAD DISTRITAL DE SAN PABLO
1753,16,LORETO,5,REQUENA,1,MUNICIPALIDAD PROVINCIAL DE REQUENA
1754,16,LORETO,5,REQUENA,2,MUNICIPALIDAD DISTRITAL DE ALTO TAPICHE
1755,16,LORETO,5,REQUENA,3,MUNICIPALIDAD DISTRITAL DE CAPELO
1756,16,LORETO,5,REQUENA,4,MUNICIPALIDAD DISTRITAL DE EMILIO SAN MARTIN
1757,16,LORETO,5,REQUENA,5,MUNICIPALIDAD DISTRITAL DE MAQUIA
1758,16,LORETO,5,REQUENA,6,MUNICIPALIDAD DISTRITAL DE PUINAHUA
1759,16,LORETO,5,REQUENA,7,MUNICIPALIDAD DISTRITAL DE SAQUENA
1760,16,LORETO,5,REQUENA,8,MUNICIPALIDAD DISTRITAL DE SOPLIN
1761,16,LORETO,5,REQUENA,10,MUNICIPALIDAD DISTRITAL DE JENARO HERRERA
1762,16,LORETO,5,REQUENA,11,MUNICIPALIDAD DISTRITAL DE YAQUERANA
1763,16,LORETO,6,UCAYALI,1,MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA
1764,16,LORETO,6,UCAYALI,2,MUNICIPALIDAD DISTRITAL DE INAHUAYA
1765,16,LORETO,6,UCAYALI,3,MUNICIPALIDAD DISTRITAL DE PADRE MARQUEZ
1766,16,LORETO,6,UCAYALI,4,MUNICIPALIDAD DISTRITAL DE PAMPA HERMOZA
1767,16,LORETO,6,UCAYALI,5,MUNICIPALIDAD DISTRITAL DE SARAYACU
1768,16,LORETO,6,UCAYALI,6,MUNICIPALIDAD DISTRITAL DE VARGAS GUERRA
1769,16,LORETO,7,DATEM DEL MARAÑON,1,MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON
1770,16,LORETO,7,DATEM DEL MARAÑON,2,MUNICIPALIDAD DISTRITAL DE CAHUAPANAS
1771,16,LORETO,7,DATEM DEL MARAÑON,3,MUNICIPALIDAD DISTRITAL DE MANSERICHE
1772,16,LORETO,7,DATEM DEL MARAÑON,4,MUNICIPALIDAD DISTRITAL DE MORONA
1773,16,LORETO,7,DATEM DEL MARAÑON,5,MUNICIPALIDAD DISTRITAL DE PASTAZA
1774,16,LORETO,7,DATEM DEL MARAÑON,6,MUNICIPALIDAD DISTRITAL DE ANDOAS
1775,16,LORETO,8,PUTUMAYO,1,MUNICIPALIDAD PROVINCIAL DE PUTUMAYO
1776,16,LORETO,8,PUTUMAYO,2,MUNICIPALIDAD DISTRITAL DE ROSA PANDURO
1777,16,LORETO,8,PUTUMAYO,3,MUNICIPALIDAD DISTRITAL DE TENIENTE MANUEL CLAVERO
1778,16,LORETO,8,PUTUMAYO,4,MUNICIPALIDAD DISTRITAL DE YAGUAS
1779,17,MADRE DE DIOS,1,TAMBOPATA,1,MUNICIPALIDAD PROVINCIAL DE TAMBOPATA
1780,17,MADRE DE DIOS,1,TAMBOPATA,2,MUNICIPALIDAD DISTRITAL DE INAMBARI
1781,17,MADRE DE DIOS,1,TAMBOPATA,3,MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS
1782,17,MADRE DE DIOS,1,TAMBOPATA,4,MUNICIPALIDAD DISTRITAL DE LABERINTO
1783,17,MADRE DE DIOS,2,MANU,1,MUNICIPALIDAD PROVINCIAL DE MANU
1784,17,MADRE DE DIOS,2,MANU,2,MUNICIPALIDAD DISTRITAL DE FITZCARRALD
1785,17,MADRE DE DIOS,2,MANU,3,MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS
1786,17,MADRE DE DIOS,2,MANU,4,MUNICIPALIDAD DISTRITAL DE HUEPETUHE
1787,17,MADRE DE DIOS,3,TAHUAMANU,1,MUNICIPALIDAD PROVINCIAL DE TAHUAMANU - IÑAPARI
1788,17,MADRE DE DIOS,3,TAHUAMANU,2,MUNICIPALIDAD DISTRITAL DE IBERIA
1789,17,MADRE DE DIOS,3,TAHUAMANU,3,MUNICIPALIDAD DISTRITAL DE TAHUAMANU
1790,18,MOQUEGUA,1,MARISCAL NIETO,1,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA
1791,18,MOQUEGUA,1,MARISCAL NIETO,2,MUNICIPALIDAD DISTRITAL DE CARUMAS
1792,18,MOQUEGUA,1,MARISCAL NIETO,3,MUNICIPALIDAD DISTRITAL DE CUCHUMBAYA
1793,18,MOQUEGUA,1,MARISCAL NIETO,4,MUNICIPALIDAD DISTRITAL DE SAMEGUA
1794,18,MOQUEGUA,1,MARISCAL NIETO,5,MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL
1795,18,MOQUEGUA,1,MARISCAL NIETO,6,MUNICIPALIDAD DISTRITAL DE TORATA
1796,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,1,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CERRO - OMATE
1797,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,2,MUNICIPALIDAD DISTRITAL DE CHOJATA
1798,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,3,MUNICIPALIDAD DISTRITAL DE COALAQUE
1799,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,4,MUNICIPALIDAD DISTRITAL DE ICHUÑA
1800,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,5,MUNICIPALIDAD DISTRITAL DE LA CAPILLA
1801,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,6,MUNICIPALIDAD DISTRITAL DE LLOQUE
1802,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,7,MUNICIPALIDAD DISTRITAL DE MATALAQUE
1803,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,8,MUNICIPALIDAD DISTRITAL DE PUQUINA
1804,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,9,MUNICIPALIDAD DISTRITAL DE QUINISTAQUILLAS
1805,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,10,MUNICIPALIDAD DISTRITAL DE UBINAS
1806,18,MOQUEGUA,2,GENERAL SANCHEZ CERRO,11,MUNICIPALIDAD DISTRITAL DE YUNGA
1807,18,MOQUEGUA,3,ILO,1,MUNICIPALIDAD PROVINCIAL DE ILO
1808,18,MOQUEGUA,3,ILO,2,MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL
1809,18,MOQUEGUA,3,ILO,3,MUNICIPALIDAD DISTRITAL DE PACOCHA
1810,19,PASCO,1,PASCO,1,MUNICIPALIDAD PROVINCIAL DE PASCO - CHAUPIMARCA
1811,19,PASCO,1,PASCO,2,MUNICIPALIDAD DISTRITAL DE HUACHON
1812,19,PASCO,1,PASCO,3,MUNICIPALIDAD DISTRITAL DE HUARIACA
1813,19,PASCO,1,PASCO,4,MUNICIPALIDAD DISTRITAL DE HUAYLLAY
1814,19,PASCO,1,PASCO,5,MUNICIPALIDAD DISTRITAL DE NINACACA
1815,19,PASCO,1,PASCO,6,MUNICIPALIDAD DISTRITAL DE PALLANCHACRA
1816,19,PASCO,1,PASCO,7,MUNICIPALIDAD DISTRITAL DE PAUCARTAMBO
1817,19,PASCO,1,PASCO,8,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS DE YARUSYACAN
1818,19,PASCO,1,PASCO,9,MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR
1819,19,PASCO,1,PASCO,10,MUNICIPALIDAD DISTRITAL DE TICLACAYAN
1820,19,PASCO,1,PASCO,11,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO
1821,19,PASCO,1,PASCO,12,MUNICIPALIDAD DISTRITAL DE VICCO
1822,19,PASCO,1,PASCO,13,MUNICIPALIDAD DISTRITAL DE YANACANCHA
1823,19,PASCO,2,DANIEL A. CARRION,1,MUNICIPALIDAD PROVINCIAL DE DANIEL A. CARRION - YANAHUANCA
1824,19,PASCO,2,DANIEL A. CARRION,2,MUNICIPALIDAD DISTRITAL DE CHACAYAN
1825,19,PASCO,2,DANIEL A. CARRION,3,MUNICIPALIDAD DISTRITAL DE GOYLLARISQUIZGA
1826,19,PASCO,2,DANIEL A. CARRION,4,MUNICIPALIDAD DISTRITAL DE PAUCAR
1827,19,PASCO,2,DANIEL A. CARRION,5,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILLAO
1828,19,PASCO,2,DANIEL A. CARRION,6,MUNICIPALIDAD DISTRITAL DE SANTA ANA DE TUSI
1829,19,PASCO,2,DANIEL A. CARRION,7,MUNICIPALIDAD DISTRITAL DE TAPUC
1830,19,PASCO,2,DANIEL A. CARRION,8,MUNICIPALIDAD DISTRITAL DE VILCABAMBA
1831,19,PASCO,3,OXAPAMPA,1,MUNICIPALIDAD PROVINCIAL DE OXAPAMPA
1832,19,PASCO,3,OXAPAMPA,2,MUNICIPALIDAD DISTRITAL DE CHONTABAMBA
1833,19,PASCO,3,OXAPAMPA,3,MUNICIPALIDAD DISTRITAL DE HUANCABAMBA
1834,19,PASCO,3,OXAPAMPA,4,MUNICIPALIDAD DISTRITAL DE PALCAZU
1835,19,PASCO,3,OXAPAMPA,5,MUNICIPALIDAD DISTRITAL DE POZUZO
1836,19,PASCO,3,OXAPAMPA,6,MUNICIPALIDAD DISTRITAL DE PUERTO BERMUDEZ
1837,19,PASCO,3,OXAPAMPA,7,MUNICIPALIDAD DISTRITAL DE VILLA RICA
1838,19,PASCO,3,OXAPAMPA,8,MUNICIPALIDAD DISTRITAL DE CONSTITUCION
1839,20,PIURA,1,PIURA,1,MUNICIPALIDAD PROVINCIAL DE PIURA
1840,20,PIURA,1,PIURA,4,MUNICIPALIDAD DISTRITAL DE CASTILLA
1841,20,PIURA,1,PIURA,5,MUNICIPALIDAD DISTRITAL DE CATACAOS
1842,20,PIURA,1,PIURA,7,MUNICIPALIDAD DISTRITAL DE CURA MORI
1843,20,PIURA,1,PIURA,8,MUNICIPALIDAD DISTRITAL DE EL TALLAN
1844,20,PIURA,1,PIURA,9,MUNICIPALIDAD DISTRITAL DE LA ARENA
1845,20,PIURA,1,PIURA,10,MUNICIPALIDAD DISTRITAL DE LA UNION
1846,20,PIURA,1,PIURA,11,MUNICIPALIDAD DISTRITAL DE LAS LOMAS
1847,20,PIURA,1,PIURA,14,MUNICIPALIDAD DISTRITAL DE TAMBO GRANDE
1848,20,PIURA,1,PIURA,15,MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE
1849,20,PIURA,2,AYABACA,1,MUNICIPALIDAD PROVINCIAL DE AYABACA
1850,20,PIURA,2,AYABACA,2,MUNICIPALIDAD DISTRITAL DE FRIAS
1851,20,PIURA,2,AYABACA,3,MUNICIPALIDAD DISTRITAL DE JILILI
1852,20,PIURA,2,AYABACA,4,MUNICIPALIDAD DISTRITAL DE LAGUNAS
1853,20,PIURA,2,AYABACA,5,MUNICIPALIDAD DISTRITAL DE MONTERO
1854,20,PIURA,2,AYABACA,6,MUNICIPALIDAD DISTRITAL DE PACAIPAMPA
1855,20,PIURA,2,AYABACA,7,MUNICIPALIDAD DISTRITAL DE PAIMAS
1856,20,PIURA,2,AYABACA,8,MUNICIPALIDAD DISTRITAL DE SAPILLICA
1857,20,PIURA,2,AYABACA,9,MUNICIPALIDAD DISTRITAL DE SICCHEZ
1858,20,PIURA,2,AYABACA,10,MUNICIPALIDAD DISTRITAL DE SUYO
1859,20,PIURA,3,HUANCABAMBA,1,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA
1860,20,PIURA,3,HUANCABAMBA,2,MUNICIPALIDAD DISTRITAL DE CANCHAQUE
1861,20,PIURA,3,HUANCABAMBA,3,MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA
1862,20,PIURA,3,HUANCABAMBA,4,MUNICIPALIDAD DISTRITAL DE HUARMACA
1863,20,PIURA,3,HUANCABAMBA,5,MUNICIPALIDAD DISTRITAL DE LALAQUIZ
1864,20,PIURA,3,HUANCABAMBA,6,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE
1865,20,PIURA,3,HUANCABAMBA,7,MUNICIPALIDAD DISTRITAL DE SONDOR
1866,20,PIURA,3,HUANCABAMBA,8,MUNICIPALIDAD DISTRITAL DE SONDORILLO
1867,20,PIURA,4,MORROPON,1,MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS
1868,20,PIURA,4,MORROPON,2,MUNICIPALIDAD DISTRITAL DE BUENOS AIRES
1869,20,PIURA,4,MORROPON,3,MUNICIPALIDAD DISTRITAL DE CHALACO
1870,20,PIURA,4,MORROPON,4,MUNICIPALIDAD DISTRITAL DE LA MATANZA
1871,20,PIURA,4,MORROPON,5,MUNICIPALIDAD DISTRITAL DE MORROPON
1872,20,PIURA,4,MORROPON,6,MUNICIPALIDAD DISTRITAL DE SALITRAL
1873,20,PIURA,4,MORROPON,7,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE BIGOTE
1874,20,PIURA,4,MORROPON,8,MUNICIPALIDAD DISTRITAL DE SANTA CATALINA DE MOSSA
1875,20,PIURA,4,MORROPON,9,MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO
1876,20,PIURA,4,MORROPON,10,MUNICIPALIDAD DISTRITAL DE YAMANGO
1877,20,PIURA,5,PAITA,1,MUNICIPALIDAD PROVINCIAL DE PAITA
1878,20,PIURA,5,PAITA,2,MUNICIPALIDAD DISTRITAL DE AMOTAPE
1879,20,PIURA,5,PAITA,3,MUNICIPALIDAD DISTRITAL DE  EL ARENAL
1880,20,PIURA,5,PAITA,4,MUNICIPALIDAD DISTRITAL DE COLAN
1881,20,PIURA,5,PAITA,5,MUNICIPALIDAD DISTRITAL DE LA HUACA
1882,20,PIURA,5,PAITA,6,MUNICIPALIDAD DISTRITAL DE TAMARINDO
1883,20,PIURA,5,PAITA,7,MUNICIPALIDAD DISTRITAL DE VICHAYAL
1884,20,PIURA,6,SULLANA,1,MUNICIPALIDAD PROVINCIAL DE SULLANA
1885,20,PIURA,6,SULLANA,2,MUNICIPALIDAD DISTRITAL DE BELLAVISTA
1886,20,PIURA,6,SULLANA,3,MUNICIPALIDAD DISTRITAL DE IGNACIO ESCUDERO
1887,20,PIURA,6,SULLANA,4,MUNICIPALIDAD DISTRITAL DE LANCONES
1888,20,PIURA,6,SULLANA,5,MUNICIPALIDAD DISTRITAL DE MARCAVELICA
1889,20,PIURA,6,SULLANA,6,MUNICIPALIDAD DISTRITAL DE MIGUEL CHECA
1890,20,PIURA,6,SULLANA,7,MUNICIPALIDAD DISTRITAL DE QUERECOTILLO
1891,20,PIURA,6,SULLANA,8,MUNICIPALIDAD DISTRITAL DE SALITRAL
1892,20,PIURA,7,TALARA,1,MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS
1893,20,PIURA,7,TALARA,2,MUNICIPALIDAD DISTRITAL DE EL ALTO
1894,20,PIURA,7,TALARA,3,MUNICIPALIDAD DISTRITAL DE LA BREA
1895,20,PIURA,7,TALARA,4,MUNICIPALIDAD DISTRITAL DE LOBITOS
1896,20,PIURA,7,TALARA,5,MUNICIPALIDAD DISTRITAL DE LOS ORGANOS
1897,20,PIURA,7,TALARA,6,MUNICIPALIDAD DISTRITAL DE MANCORA
1898,20,PIURA,8,SECHURA,1,MUNICIPALIDAD PROVINCIAL DE SECHURA
1899,20,PIURA,8,SECHURA,2,MUNICIPALIDAD DISTRITAL DE BELLAVISTA DE LA UNION
1900,20,PIURA,8,SECHURA,3,MUNICIPALIDAD DISTRITAL DE BERNAL
1901,20,PIURA,8,SECHURA,4,MUNICIPALIDAD DISTRITAL DE CRISTO NOS VALGA
1902,20,PIURA,8,SECHURA,5,MUNICIPALIDAD DISTRITAL DE VICE
1903,20,PIURA,8,SECHURA,6,MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR
1904,21,PUNO,1,PUNO,1,MUNICIPALIDAD PROVINCIAL DE PUNO
1905,21,PUNO,1,PUNO,2,MUNICIPALIDAD DISTRITAL DE ACORA
1906,21,PUNO,1,PUNO,3,MUNICIPALIDAD DISTRITAL DE AMANTANI
1907,21,PUNO,1,PUNO,4,MUNICIPALIDAD DISTRITAL DE ATUNCOLLA
1908,21,PUNO,1,PUNO,5,MUNICIPALIDAD DISTRITAL DE CAPACHICA
1909,21,PUNO,1,PUNO,6,MUNICIPALIDAD DISTRITAL DE CHUCUITO
1910,21,PUNO,1,PUNO,7,MUNICIPALIDAD DISTRITAL DE COATA
1911,21,PUNO,1,PUNO,8,MUNICIPALIDAD DISTRITAL HUATA
1912,21,PUNO,1,PUNO,9,MUNICIPALIDAD DISTRITAL DE MAÑAZO
1913,21,PUNO,1,PUNO,11,MUNICIPALIDAD DISTRITAL DE PICHACANI
1914,21,PUNO,1,PUNO,13,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO
1915,21,PUNO,1,PUNO,15,MUNICIPALIDAD DISTRITAL DE VILQUE
1916,21,PUNO,2,AZANGARO,1,MUNICIPALIDAD PROVINCIAL DE AZANGARO
