id_ubigeo,DEPARTAMENTO_EJECUTORA,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA,DISTRITO_EJECUTORA_NOMBRE
1385,12,JUNIN,3,CHANCHAMAYO,1,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO
1386,12,JUNIN,3,CHANCHAMAYO,2,MUNICIPALIDAD DISTRITAL DE PERENE
1387,12,JUNIN,3,CHANCHAMAYO,3,MUNICIPALIDAD DISTRITAL DE PICHANAQUI
1388,12,JUNIN,3,CHANCHAMAYO,4,MUNICIPALIDAD DISTRITAL DE SAN LUIS DE SHUARO
1389,12,JUNIN,3,CHANCHAMAYO,5,MUNICIPALIDAD DISTRITAL DE SAN RAMON
1390,12,JUNIN,3,CHANCHAMAYO,6,MUNICIPALIDAD DISTRITAL DE VITOC
1391,12,JUNIN,4,JAUJA,1,MUNICIPALIDAD PROVINCIAL DE JAUJA
1392,12,JUNIN,4,JAUJA,2,MUNICIPALIDAD DISTRITAL DE ACOLLA
1393,12,JUNIN,4,JAUJA,3,MUNICIPALIDAD DISTRITAL DE APATA
1394,12,JUNIN,4,JAUJA,4,MUNICIPALIDAD DISTRITAL DE ATAURA
1395,12,JUNIN,4,JAUJA,6,MUNICIPALIDAD DISTRITAL DE CURICACA
1396,12,JUNIN,4,JAUJA,7,MUNICIPALIDAD DISTRITAL DE EL MANTARO
1397,12,JUNIN,4,JAUJA,8,MUNICIPALIDAD DISTRITAL DE HUAMALI
1398,12,JUNIN,4,JAUJA,10,MUNICIPALIDAD DISTRITAL DE HUERTAS
1399,12,JUNIN,4,JAUJA,11,MUNICIPALIDAD DISTRITAL DE JANJAILLO
1400,12,JUNIN,4,JAUJA,12,MUNICIPALIDAD DISTRITAL DE JULCAN
1401,12,JUNIN,4,JAUJA,13,MUNICIPALIDAD DISTRITAL DE LEONOR ORDO¥EZ
1402,12,JUNIN,4,JAUJA,14,MUNICIPALIDAD DISTRITAL DE LLOCLLAPAMPA
1403,12,JUNIN,4,JAUJA,15,MUNICIPALIDAD DISTRITAL DE MARCO
1404,12,JUNIN,4,JAUJA,16,MUNICIPALIDAD DISTRITAL DE MASMA
1405,12,JUNIN,4,JAUJA,17,MUNICIPALIDAD DISTRITAL DE MASMA CHICCHE
1406,12,JUNIN,4,JAUJA,18,MUNICIPALIDAD DISTRITAL DE MOLINOS
1407,12,JUNIN,4,JAUJA,19,MUNICIPALIDAD DISTRITAL DE MONOBAMBA
1408,12,JUNIN,4,JAUJA,20,MUNICIPALIDAD DISTRITAL DE MUQUI
1409,12,JUNIN,4,JAUJA,21,MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO
1410,12,JUNIN,4,JAUJA,22,MUNICIPALIDAD DISTRITAL DE PACA
1411,12,JUNIN,4,JAUJA,23,MUNICIPALIDAD DISTRITAL DE PACCHA
1412,12,JUNIN,4,JAUJA,24,MUNICIPALIDAD DISTRITAL DE PANCAN
1413,12,JUNIN,4,JAUJA,25,MUNICIPALIDAD DISTRITAL DE PARCO
1414,12,JUNIN,4,JAUJA,26,MUNICIPALIDAD DISTRITAL DE POMACANCHA
1415,12,JUNIN,4,JAUJA,27,MUNICIPALIDAD DISTRITAL DE RICRAN
1416,12,JUNIN,4,JAUJA,28,MUNICIPALIDAD DISTRITAL DE SAN LORENZO
1417,12,JUNIN,4,JAUJA,29,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHUNAN
1418,12,JUNIN,4,JAUJA,30,MUNICIPALIDAD DISTRITAL DE SAUSA
1419,12,JUNIN,4,JAUJA,31,MUNICIPALIDAD DISTRITAL DE SINCOS
1420,12,JUNIN,4,JAUJA,32,MUNICIPALIDAD DISTRITAL DE TUNAN MARCA
1421,12,JUNIN,4,JAUJA,33,MUNICIPALIDAD DISTRITAL DE YAULI
1422,12,JUNIN,4,JAUJA,34,MUNICIPALIDAD DISTRITAL DE YAUYOS
1423,12,JUNIN,5,JUNIN,1,MUNICIPALIDAD PROVINCIAL DE JUNIN
1424,12,JUNIN,5,JUNIN,2,MUNICIPALIDAD DISTRITAL DE CARHUAMAYO
1425,12,JUNIN,5,JUNIN,3,MUNICIPALIDAD DISTRITAL DE ONDORES
1426,12,JUNIN,5,JUNIN,4,MUNICIPALIDAD DISTRITAL DE ULCUMAYO
1427,12,JUNIN,6,SATIPO,1,MUNICIPALIDAD PROVINCIAL DE SATIPO
1428,12,JUNIN,6,SATIPO,2,MUNICIPALIDAD DISTRITAL DE COVIRIALI
1429,12,JUNIN,6,SATIPO,3,MUNICIPALIDAD DISTRITAL DE LLAYLLA
1430,12,JUNIN,6,SATIPO,4,MUNICIPALIDAD DISTRITAL DE MAZAMARI
1431,12,JUNIN,6,SATIPO,5,MUNICIPALIDAD DISTRITAL PAMPA HERMOSA
1432,12,JUNIN,6,SATIPO,6,MUNICIPALIDAD DISTRITAL DE PANGOA
1433,12,JUNIN,6,SATIPO,7,MUNICIPALIDAD DISTRITAL DE RIO NEGRO
1434,12,JUNIN,6,SATIPO,8,MUNICIPALIDAD DISTRITAL DE RIO TAMBO
1435,12,JUNIN,6,SATIPO,9,MUNICIPALIDAD DISTRITAL DE VIZCATAN DEL ENE
1436,12,JUNIN,7,TARMA,1,MUNICIPALIDAD PROVINCIAL DE TARMA
1437,12,JUNIN,7,TARMA,2,MUNICIPALIDAD DISTRITAL DE ACOBAMBA
1438,12,JUNIN,7,TARMA,3,MUNICIPALIDAD DISTRITAL DE HUARICOLCA
1439,12,JUNIN,7,TARMA,4,MUNICIPALIDAD DISTRITAL DE HUASAHUASI
1440,12,JUNIN,7,TARMA,5,MUNICIPALIDAD DISTRITAL DE LA UNION
1441,12,JUNIN,7,TARMA,6,MUNICIPALIDAD DISTRITAL DE PALCA
1442,12,JUNIN,7,TARMA,7,MUNICIPALIDAD DISTRITAL DE PALCAMAYO
1443,12,JUNIN,7,TARMA,8,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CAJAS
1444,12,JUNIN,7,TARMA,9,MUNICIPALIDAD DISTRITAL DE TAPO
1445,12,JUNIN,8,YAULI,1,MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA
1446,12,JUNIN,8,YAULI,2,MUNICIPALIDAD DISTRITAL DE CHACAPALPA
1447,12,JUNIN,8,YAULI,3,MUNICIPALIDAD DISTRITAL DE HUAY - HUAY
1448,12,JUNIN,8,YAULI,4,MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA
1449,12,JUNIN,8,YAULI,5,MUNICIPALIDAD DISTRITAL DE MOROCOCHA
1450,12,JUNIN,8,YAULI,6,MUNICIPALIDAD DISTRITAL DE PACCHA
1451,12,JUNIN,8,YAULI,7,MUNICIPALIDAD DISTRITAL DE SANTA BARBARA DE CARHUACAYAN
1452,12,JUNIN,8,YAULI,8,MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO
1453,12,JUNIN,8,YAULI,9,MUNICIPALIDAD DISTRITAL DE SUITUCANCHA
1454,12,JUNIN,8,YAULI,10,MUNICIPALIDAD DISTRITAL DE YAULI
1455,12,JUNIN,9,CHUPACA,1,MUNICIPALIDAD PROVINCIAL DE CHUPACA
1456,12,JUNIN,9,CHUPACA,2,MUNICIPALIDAD DISTRITAL DE AHUAC
1457,12,JUNIN,9,CHUPACA,3,MUNICIPALIDAD DISTRITAL DE CHONGOS BAJO
1458,12,JUNIN,9,CHUPACA,4,MUNICIPALIDAD DISTRITAL DE HUACHAC
1459,12,JUNIN,9,CHUPACA,5,MUNICIPALIDAD DISTRITAL DE HUAMANCACA CHICO
1460,12,JUNIN,9,CHUPACA,6,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE ISCOS
1461,12,JUNIN,9,CHUPACA,7,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE JARPA
1462,12,JUNIN,9,CHUPACA,8,MUNICIPALIDAD DISTRITAL DE TRES DE DICIEMBRE
1463,12,JUNIN,9,CHUPACA,9,MUNICIPALIDAD DISTRITAL DE YANACANCHA
1464,13,LA LIBERTAD,1,TRUJILLO,1,MUNICIPALIDAD PROVINCIAL DE TRUJILLO
1465,13,LA LIBERTAD,1,TRUJILLO,2,MUNICIPALIDAD DISTRITAL DE EL PORVENIR
1466,13,LA LIBERTAD,1,TRUJILLO,3,MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA
1467,13,LA LIBERTAD,1,TRUJILLO,4,MUNICIPALIDAD DISTRITAL DE HUANCHACO
1468,13,LA LIBERTAD,1,TRUJILLO,5,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA
1469,13,LA LIBERTAD,1,TRUJILLO,6,MUNICIPALIDAD DISTRITAL DE LAREDO
1470,13,LA LIBERTAD,1,TRUJILLO,7,MUNICIPALIDAD DISTRITAL DE MOCHE
1471,13,LA LIBERTAD,1,TRUJILLO,8,MUNICIPALIDAD DISTRITAL DE POROTO
1472,13,LA LIBERTAD,1,TRUJILLO,9,MUNICIPALIDAD DISTRITAL DE SALAVERRY
1473,13,LA LIBERTAD,1,TRUJILLO,10,MUNICIPALIDAD DISTRITAL DE SIMBAL
1474,13,LA LIBERTAD,1,TRUJILLO,11,MUNICIPALIDAD DISTRITAL DE VICTOR LARCO HERRERA
1475,13,LA LIBERTAD,2,ASCOPE,1,MUNICIPALIDAD PROVINCIAL DE ASCOPE
1476,13,LA LIBERTAD,2,ASCOPE,2,MUNICIPALIDAD DISTRITAL DE CHICAMA
1477,13,LA LIBERTAD,2,ASCOPE,3,MUNICIPALIDAD DISTRITAL DE CHOCOPE
1478,13,LA LIBERTAD,2,ASCOPE,4,MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO
1479,13,LA LIBERTAD,2,ASCOPE,5,MUNICIPALIDAD DISTRITAL DE PAIJAN
1480,13,LA LIBERTAD,2,ASCOPE,6,MUNICIPALIDAD DISTRITAL DE RAZURI
1481,13,LA LIBERTAD,2,ASCOPE,7,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CAO
1482,13,LA LIBERTAD,2,ASCOPE,8,MUNICIPALIDAD DISTRITAL DE CASA GRANDE
1483,13,LA LIBERTAD,3,BOLIVAR,1,MUNICIPALIDAD PROVINCIAL DE BOLIVAR
1484,13,LA LIBERTAD,3,BOLIVAR,2,MUNICIPALIDAD DISTRITAL DE BAMBAMARCA
1485,13,LA LIBERTAD,3,BOLIVAR,3,MUNICIPALIDAD DISTRITAL DE CONDORMARCA
1486,13,LA LIBERTAD,3,BOLIVAR,4,MUNICIPALIDAD DISTRITAL DE LONGOTEA
1487,13,LA LIBERTAD,3,BOLIVAR,5,MUNICIPALIDAD DISTRITAL DE UCHUMARCA
1488,13,LA LIBERTAD,4,CHEPEN,1,MUNICIPALIDAD PROVINCIAL DE CHEPEN
1489,13,LA LIBERTAD,4,CHEPEN,2,MUNICIPALIDAD DISTRITAL DE PACANGA
1490,13,LA LIBERTAD,4,CHEPEN,3,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO
1491,13,LA LIBERTAD,5,JULCAN,1,MUNICIPALIDAD PROVINCIAL DE JULCAN
1492,13,LA LIBERTAD,5,JULCAN,2,MUNICIPALIDAD DISTRITAL DE CALAMARCA
1493,13,LA LIBERTAD,5,JULCAN,3,MUNICIPALIDAD DISTRITAL DE CARABAMBA
1494,13,LA LIBERTAD,5,JULCAN,4,MUNICIPALIDAD DISTRITAL DE HUASO
1495,13,LA LIBERTAD,6,OTUZCO,1,MUNICIPALIDAD PROVINCIAL DE OTUZCO
1496,13,LA LIBERTAD,6,OTUZCO,2,MUNICIPALIDAD DISTRITAL DE AGALLPAMPA
1497,13,LA LIBERTAD,6,OTUZCO,4,MUNICIPALIDAD DISTRITAL DE CHARAT
1498,13,LA LIBERTAD,6,OTUZCO,5,MUNICIPALIDAD DISTRITAL DE HUARANCHAL
1499,13,LA LIBERTAD,6,OTUZCO,6,MUNICIPALIDAD DISTRITAL DE LA CUESTA
1500,13,LA LIBERTAD,6,OTUZCO,8,MUNICIPALIDAD DISTRITAL DE MACHE
1501,13,LA LIBERTAD,6,OTUZCO,10,MUNICIPALIDAD DISTRITAL DE PARANDAY
1502,13,LA LIBERTAD,6,OTUZCO,11,MUNICIPALIDAD DISTRITAL DE SALPO
1503,13,LA LIBERTAD,6,OTUZCO,13,MUNICIPALIDAD DISTRITAL DE SINSICAP
1504,13,LA LIBERTAD,6,OTUZCO,14,MUNICIPALIDAD DISTRITAL DE USQUIL
1505,13,LA LIBERTAD,7,PACASMAYO,1,MUNICIPALIDAD PROVINCIAL DE PACASMAYO - SAN PEDRO DE LLOC
1506,13,LA LIBERTAD,7,PACASMAYO,2,MUNICIPALIDAD DISTRITAL DE GUADALUPE
1507,13,LA LIBERTAD,7,PACASMAYO,3,MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE
1508,13,LA LIBERTAD,7,PACASMAYO,4,MUNICIPALIDAD DISTRITAL DE PACASMAYO
1509,13,LA LIBERTAD,7,PACASMAYO,5,MUNICIPALIDAD DISTRITAL DE SAN JOSE
1510,13,LA LIBERTAD,8,PATAZ,1,MUNICIPALIDAD PROVINCIAL DE PATAZ - TAYABAMBA
1511,13,LA LIBERTAD,8,PATAZ,2,MUNICIPALIDAD DISTRITAL DE BULDIBUYO
1512,13,LA LIBERTAD,8,PATAZ,3,MUNICIPALIDAD DISTRITAL DE CHILLIA
1513,13,LA LIBERTAD,8,PATAZ,4,MUNICIPALIDAD DISTRITAL DE HUANCASPATA
1514,13,LA LIBERTAD,8,PATAZ,5,MUNICIPALIDAD DISTRITAL DE HUAYLILLAS
1515,13,LA LIBERTAD,8,PATAZ,6,MUNICIPALIDAD DISTRITAL DE HUAYO
1516,13,LA LIBERTAD,8,PATAZ,7,MUNICIPALIDAD DISTRITAL DE ONGON
1517,13,LA LIBERTAD,8,PATAZ,8,MUNICIPALIDAD DISTRITAL DE PARCOY
1518,13,LA LIBERTAD,8,PATAZ,9,MUNICIPALIDAD DISTRITAL DE PATAZ
1519,13,LA LIBERTAD,8,PATAZ,10,MUNICIPALIDAD DISTRITAL DE PIAS
1520,13,LA LIBERTAD,8,PATAZ,11,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHALLAS
1521,13,LA LIBERTAD,8,PATAZ,12,MUNICIPALIDAD DISTRITAL DE TAURIJA
1522,13,LA LIBERTAD,8,PATAZ,13,MUNICIPALIDAD DISTRITAL DE URPAY
1523,13,LA LIBERTAD,9,SANCHEZ CARRION,1,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO
1524,13,LA LIBERTAD,9,SANCHEZ CARRION,2,MUNICIPALIDAD DISTRITAL DE CHUGAY
1525,13,LA LIBERTAD,9,SANCHEZ CARRION,3,MUNICIPALIDAD DISTRITAL DE COCHORCO
1526,13,LA LIBERTAD,9,SANCHEZ CARRION,4,MUNICIPALIDAD DISTRITAL DE CURGOS
1527,13,LA LIBERTAD,9,SANCHEZ CARRION,5,MUNICIPALIDAD DISTRITAL DE MARCABAL
1528,13,LA LIBERTAD,9,SANCHEZ CARRION,6,MUNICIPALIDAD DISTRITAL DE SANAGORAN
1529,13,LA LIBERTAD,9,SANCHEZ CARRION,7,MUNICIPALIDAD DISTRITAL DE SARIN
1530,13,LA LIBERTAD,9,SANCHEZ CARRION,8,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA
1531,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,1,MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO
1532,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,2,MUNICIPALIDAD DISTRITAL DE ANGASMARCA
1533,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,3,MUNICIPALIDAD DISTRITAL DE CACHICADAN
1534,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,4,MUNICIPALIDAD DISTRITAL DE MOLLEBAMBA
1535,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,5,MUNICIPALIDAD DISTRITAL DE MOLLEPATA
1536,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,6,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA
1537,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,7,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA
1538,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,8,MUNICIPALIDAD DISTRITAL DE SITABAMBA
1539,13,LA LIBERTAD,11,GRAN CHIMU,1,MUNICIPALIDAD PROVINCIAL GRAN CHIMU - CASCAS
1540,13,LA LIBERTAD,11,GRAN CHIMU,2,MUNICIPALIDAD DISTRITAL DE LUCMA
1541,13,LA LIBERTAD,11,GRAN CHIMU,3,MUNICIPALIDAD DISTRITAL DE MARMOT
1542,13,LA LIBERTAD,11,GRAN CHIMU,4,MUNICIPALIDAD DISTRITAL DE SAYAPULLO
1543,13,LA LIBERTAD,12,VIRU,1,MUNICIPALIDAD PROVINCIAL DE VIRU
1544,13,LA LIBERTAD,12,VIRU,2,MUNICIPALIDAD DISTRITAL DE CHAO
1545,13,LA LIBERTAD,12,VIRU,3,MUNICIPALIDAD DISTRITAL DE GUADALUPITO
1546,14,LAMBAYEQUE,1,CHICLAYO,1,MUNICIPALIDAD PROVINCIAL DE CHICLAYO
1547,14,LAMBAYEQUE,1,CHICLAYO,2,MUNICIPALIDAD DISTRITAL DE CHONGOYAPE
1548,14,LAMBAYEQUE,1,CHICLAYO,3,MUNICIPALIDAD DISTRITAL DE ETEN
1549,14,LAMBAYEQUE,1,CHICLAYO,4,MUNICIPALIDAD DISTRITAL DE ETEN PUERTO
1550,14,LAMBAYEQUE,1,CHICLAYO,5,MUNICIPALIDAD DISTRITAL DE JOSE LEONARDO ORTIZ
1551,14,LAMBAYEQUE,1,CHICLAYO,6,MUNICIPALIDAD DISTRITAL DE LA VICTORIA
1552,14,LAMBAYEQUE,1,CHICLAYO,7,MUNICIPALIDAD DISTRITAL DE LAGUNAS
1553,14,LAMBAYEQUE,1,CHICLAYO,8,MUNICIPALIDAD DISTRITAL DE MONSEFU
1554,14,LAMBAYEQUE,1,CHICLAYO,9,MUNICIPALIDAD DISTRITAL DE NUEVA ARICA
1555,14,LAMBAYEQUE,1,CHICLAYO,10,MUNICIPALIDAD DISTRITAL DE OYOTUN
1556,14,LAMBAYEQUE,1,CHICLAYO,11,MUNICIPALIDAD DISTRITAL DE PICSI
1557,14,LAMBAYEQUE,1,CHICLAYO,12,MUNICIPALIDAD DISTRITAL DE PIMENTEL
1558,14,LAMBAYEQUE,1,CHICLAYO,13,MUNICIPALIDAD DISTRITAL DE REQUE
1559,14,LAMBAYEQUE,1,CHICLAYO,14,MUNICIPALIDAD DISTRITAL DE SANTA ROSA
1560,14,LAMBAYEQUE,1,CHICLAYO,15,MUNICIPALIDAD DISTRITAL DE ZAÑA
1561,14,LAMBAYEQUE,1,CHICLAYO,16,MUNICIPALIDAD DISTRITAL DE CAYALTI
1562,14,LAMBAYEQUE,1,CHICLAYO,17,MUNICIPALIDAD DISTRITAL DE PATAPO
1563,14,LAMBAYEQUE,1,CHICLAYO,18,MUNICIPALIDAD DISTRITAL DE POMALCA
1564,14,LAMBAYEQUE,1,CHICLAYO,19,MUNICIPALIDAD DISTRITAL DE PUCALA
1565,14,LAMBAYEQUE,1,CHICLAYO,20,MUNICIPALIDAD DISTRITAL DE TUMAN
1566,14,LAMBAYEQUE,2,FERRENAFE,1,MUNICIPALIDAD PROVINCIAL DE FERREÑAFE
1567,14,LAMBAYEQUE,2,FERRENAFE,2,MUNICIPALIDAD DISTRITAL DE KAÑARIS
1568,14,LAMBAYEQUE,2,FERRENAFE,3,MUNICIPALIDAD DISTRITAL DE INCAHUASI
1569,14,LAMBAYEQUE,2,FERRENAFE,4,MUNICIPALIDAD DISTRITAL DE MANUEL ANTONIO MESONES MURO
1570,14,LAMBAYEQUE,2,FERRENAFE,5,MUNICIPALIDAD DISTRITAL DE PITIPO
1571,14,LAMBAYEQUE,2,FERRENAFE,6,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO
1572,14,LAMBAYEQUE,3,LAMBAYEQUE,1,MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE
1573,14,LAMBAYEQUE,3,LAMBAYEQUE,3,MUNICIPALIDAD DISTRITAL DE ILLIMO
1574,14,LAMBAYEQUE,3,LAMBAYEQUE,4,MUNICIPALIDAD DISTRITAL DE JAYANCA
1575,14,LAMBAYEQUE,3,LAMBAYEQUE,5,MUNICIPALIDAD DISTRITAL DE MOCHUMI
1576,14,LAMBAYEQUE,3,LAMBAYEQUE,6,MUNICIPALIDAD DISTRITAL DE MORROPE
1577,14,LAMBAYEQUE,3,LAMBAYEQUE,7,MUNICIPALIDAD DISTRITAL DE MOTUPE
1578,14,LAMBAYEQUE,3,LAMBAYEQUE,8,MUNICIPALIDAD DISTRITAL DE OLMOS
1579,14,LAMBAYEQUE,3,LAMBAYEQUE,9,MUNICIPALIDAD DISTRITAL DE PACORA
1580,14,LAMBAYEQUE,3,LAMBAYEQUE,10,MUNICIPALIDAD DISTRITAL DE SALAS
1581,14,LAMBAYEQUE,3,LAMBAYEQUE,11,MUNICIPALIDAD DISTRITAL DE SAN JOSE
1582,14,LAMBAYEQUE,3,LAMBAYEQUE,12,MUNICIPALIDAD DISTRITAL DE TUCUME
1583,15,LIMA,1,LIMA,1,MUNICIPALIDAD METROPOLITANA DE LIMA
1584,15,LIMA,1,LIMA,2,MUNICIPALIDAD DISTRITAL DE ANCON
1585,15,LIMA,1,LIMA,3,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE
1586,15,LIMA,1,LIMA,4,MUNICIPALIDAD DISTRITAL DE BARRANCO
1587,15,LIMA,1,LIMA,5,MUNICIPALIDAD DISTRITAL DE BREÑA
1588,15,LIMA,1,LIMA,6,MUNICIPALIDAD DISTRITAL DE CARABAYLLO
1589,15,LIMA,1,LIMA,7,MUNICIPALIDAD DISTRITAL DE CHACLACAYO
1590,15,LIMA,1,LIMA,8,MUNICIPALIDAD DISTRITAL DE CHORRILLOS
1591,15,LIMA,1,LIMA,9,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA
1592,15,LIMA,1,LIMA,10,MUNICIPALIDAD DISTRITAL DE COMAS
1593,15,LIMA,1,LIMA,11,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO
1594,15,LIMA,1,LIMA,12,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA
1595,15,LIMA,1,LIMA,13,MUNICIPALIDAD DISTRITAL DE JESUS MARIA
1596,15,LIMA,1,LIMA,14,MUNICIPALIDAD DISTRITAL DE LA MOLINA
1597,15,LIMA,1,LIMA,15,MUNICIPALIDAD DISTRITAL DE LA VICTORIA
1598,15,LIMA,1,LIMA,16,MUNICIPALIDAD DISTRITAL DE LINCE
1599,15,LIMA,1,LIMA,17,MUNICIPALIDAD DISTRITAL DE LOS OLIVOS
1600,15,LIMA,1,LIMA,18,MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)
1601,15,LIMA,1,LIMA,19,MUNICIPALIDAD DISTRITAL DE LURIN
1602,15,LIMA,1,LIMA,20,MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR
1603,15,LIMA,1,LIMA,21,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE
1604,15,LIMA,1,LIMA,22,MUNICIPALIDAD DISTRITAL DE MIRAFLORES
1605,15,LIMA,1,LIMA,23,MUNICIPALIDAD DISTRITAL DE PACHACAMAC
1606,15,LIMA,1,LIMA,24,MUNICIPALIDAD DISTRITAL DE PUCUSANA
1607,15,LIMA,1,LIMA,25,MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA
1608,15,LIMA,1,LIMA,26,MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA
1609,15,LIMA,1,LIMA,27,MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA
1610,15,LIMA,1,LIMA,28,MUNICIPALIDAD DISTRITAL DE RIMAC
1611,15,LIMA,1,LIMA,29,MUNICIPALIDAD DISTRITAL DE SAN BARTOLO
1612,15,LIMA,1,LIMA,30,MUNICIPALIDAD DISTRITAL DE SAN BORJA
1613,15,LIMA,1,LIMA,31,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO
1614,15,LIMA,1,LIMA,32,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO
1615,15,LIMA,1,LIMA,33,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES
1616,15,LIMA,1,LIMA,34,MUNICIPALIDAD DISTRITAL DE SAN LUIS
1617,15,LIMA,1,LIMA,35,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES
1618,15,LIMA,1,LIMA,36,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL
1619,15,LIMA,1,LIMA,37,MUNICIPALIDAD DISTRITAL DE SANTA ANITA
1620,15,LIMA,1,LIMA,38,MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR
1621,15,LIMA,1,LIMA,39,MUNICIPALIDAD DISTRITAL DE SANTA ROSA
1622,15,LIMA,1,LIMA,40,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO
1623,15,LIMA,1,LIMA,41,MUNICIPALIDAD DISTRITAL DE SURQUILLO
1624,15,LIMA,1,LIMA,42,MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR
1625,15,LIMA,1,LIMA,43,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO
1626,15,LIMA,2,BARRANCA,1,MUNICIPALIDAD PROVINCIAL DE BARRANCA
1627,15,LIMA,2,BARRANCA,2,MUNICIPALIDAD DISTRITAL DE PARAMONGA
1628,15,LIMA,2,BARRANCA,3,MUNICIPALIDAD DISTRITAL DE PATIVILCA
1629,15,LIMA,2,BARRANCA,4,MUNICIPALIDAD DISTRITAL DE SUPE
1630,15,LIMA,2,BARRANCA,5,MUNICIPALIDAD DISTRITAL DE SUPE PUERTO
1631,15,LIMA,3,CAJATAMBO,1,MUNICIPALIDAD PROVINCIAL DE CAJATAMBO
1632,15,LIMA,3,CAJATAMBO,2,MUNICIPALIDAD DISTRITAL DE COPA
1633,15,LIMA,3,CAJATAMBO,3,MUNICIPALIDAD DISTRITAL DE GORGOR
1634,15,LIMA,3,CAJATAMBO,5,MUNICIPALIDAD DISTRITAL DE MANAS
1635,15,LIMA,4,CANTA,1,MUNICIPALIDAD PROVINCIAL DE CANTA
1636,15,LIMA,4,CANTA,2,MUNICIPALIDAD DISTRITAL DE ARAHUAY
1637,15,LIMA,4,CANTA,3,MUNICIPALIDAD DISTRITAL DE HUAMANTANGA
1638,15,LIMA,4,CANTA,4,MUNICIPALIDAD DISTRITAL DE HUAROS
1639,15,LIMA,4,CANTA,5,MUNICIPALIDAD DISTRITAL DE LACHAQUI
1640,15,LIMA,4,CANTA,6,MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA
1641,15,LIMA,4,CANTA,7,MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES
1642,15,LIMA,5,CANETE,1,MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE
1643,15,LIMA,5,CANETE,2,MUNICIPALIDAD DISTRITAL DE ASIA
1644,15,LIMA,5,CANETE,3,MUNICIPALIDAD DISTRITAL DE CALANGO
1645,15,LIMA,5,CANETE,4,MUNICIPALIDAD DISTRITAL DE CERRO AZUL
1646,15,LIMA,5,CANETE,5,MUNICIPALIDAD DISTRITAL DE CHILCA
1647,15,LIMA,5,CANETE,6,MUNICIPALIDAD DISTRITAL DE COAYLLO
